,gameCreation,gameDuration,gameId,gameMode,gameType,gameVersion,mapId,platformId,queueId,seasonId,date,shortVersion,participantId,player.accountId,player.currentAccountId,player.currentPlatformId,player.matchHistoryUri,player.platformId,player.profileIcon,player.summonerId,player.summonerName,championId,highestAchievedSeasonTier,spell1Id,spell2Id,stats.assists,stats.champLevel,stats.combatPlayerScore,stats.damageDealtToObjectives,stats.damageDealtToTurrets,stats.damageSelfMitigated,stats.deaths,stats.doubleKills,stats.firstBloodAssist,stats.firstBloodKill,stats.firstInhibitorAssist,stats.firstInhibitorKill,stats.firstTowerAssist,stats.firstTowerKill,stats.goldEarned,stats.goldSpent,stats.inhibitorKills,stats.item0,stats.item1,stats.item2,stats.item3,stats.item4,stats.item5,stats.item6,stats.killingSprees,stats.kills,stats.largestCriticalStrike,stats.largestKillingSpree,stats.largestMultiKill,stats.longestTimeSpentLiving,stats.magicDamageDealt,stats.magicDamageDealtToChampions,stats.magicalDamageTaken,stats.neutralMinionsKilled,stats.neutralMinionsKilledEnemyJungle,stats.neutralMinionsKilledTeamJungle,stats.objectivePlayerScore,stats.participantId,stats.pentaKills,stats.perk0,stats.perk0Var1,stats.perk0Var2,stats.perk0Var3,stats.perk1,stats.perk1Var1,stats.perk1Var2,stats.perk1Var3,stats.perk2,stats.perk2Var1,stats.perk2Var2,stats.perk2Var3,stats.perk3,stats.perk3Var1,stats.perk3Var2,stats.perk3Var3,stats.perk4,stats.perk4Var1,stats.perk4Var2,stats.perk4Var3,stats.perk5,stats.perk5Var1,stats.perk5Var2,stats.perk5Var3,stats.perkPrimaryStyle,stats.perkSubStyle,stats.physicalDamageDealt,stats.physicalDamageDealtToChampions,stats.physicalDamageTaken,stats.playerScore0,stats.playerScore1,stats.playerScore2,stats.playerScore3,stats.playerScore4,stats.playerScore5,stats.playerScore6,stats.playerScore7,stats.playerScore8,stats.playerScore9,stats.quadraKills,stats.sightWardsBoughtInGame,stats.timeCCingOthers,stats.totalDamageDealt,stats.totalDamageDealtToChampions,stats.totalDamageTaken,stats.totalHeal,stats.totalMinionsKilled,stats.totalPlayerScore,stats.totalScoreRank,stats.totalTimeCrowdControlDealt,stats.totalUnitsHealed,stats.tripleKills,stats.trueDamageDealt,stats.trueDamageDealtToChampions,stats.trueDamageTaken,stats.turretKills,stats.unrealKills,stats.visionScore,stats.visionWardsBoughtInGame,stats.wardsKilled,stats.wardsPlaced,stats.win,teamId,timeline.creepsPerMinDeltas.0-10,timeline.creepsPerMinDeltas.10-20,timeline.creepsPerMinDeltas.20-30,timeline.creepsPerMinDeltas.30-end,timeline.csDiffPerMinDeltas.0-10,timeline.csDiffPerMinDeltas.10-20,timeline.csDiffPerMinDeltas.20-30,timeline.csDiffPerMinDeltas.30-end,timeline.damageTakenDiffPerMinDeltas.0-10,timeline.damageTakenDiffPerMinDeltas.10-20,timeline.damageTakenDiffPerMinDeltas.20-30,timeline.damageTakenDiffPerMinDeltas.30-end,timeline.damageTakenPerMinDeltas.0-10,timeline.damageTakenPerMinDeltas.10-20,timeline.damageTakenPerMinDeltas.20-30,timeline.damageTakenPerMinDeltas.30-end,timeline.goldPerMinDeltas.0-10,timeline.goldPerMinDeltas.10-20,timeline.goldPerMinDeltas.20-30,timeline.goldPerMinDeltas.30-end,timeline.lane,timeline.participantId,timeline.role,timeline.xpDiffPerMinDeltas.0-10,timeline.xpDiffPerMinDeltas.10-20,timeline.xpDiffPerMinDeltas.20-30,timeline.xpDiffPerMinDeltas.30-end,timeline.xpPerMinDeltas.0-10,timeline.xpPerMinDeltas.10-20,timeline.xpPerMinDeltas.20-30,timeline.xpPerMinDeltas.30-end,baronKills,dominionVictoryScore,dragonKills,firstBaron,firstBlood,firstDragon,firstInhibitor,firstRiftHerald,firstTower,inhibitorKills,riftHeraldKills,towerKills,vilemawKills,win,countnumber
252,2018-10-03 05:14:59.323,1455,2879509751,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-03,8.19,3,226762976,226762976,NA1,/v1/stats/player_history/NA1/226762976,NA1,3632,64739124,AgileOverlord,254,SILVER,4,11,4,10,0,10833,0,12869,8,0,False,False,False,False,False,False,5555,5200,0,1400,2031,3047,3044,0,0,3340,0,0,0,0,0,471,4081,211,3935,86,4,59,0,3,0,8112,326,0,0,8143,177,0,0,8138,2,0,0,8105,9,3,0,9111,146,80,0,8014,107,0,0,8100,8000,65605,4916,14614,0,0,0,0,0,0,0,0,0,0,0,0,16,77183,5404,19162,4492,4,0,0,374,1,0,7495,276,612,0,0,16,1,0,8,False,100,0.0,0.1,,,0.0,-1.0,,,98.4,-2.400000000000034,,,628.7,756.9,,,230.3,190.9,,,JUNGLE,3,NONE,31.099999999999994,-163.20000000000002,,,314.1,250.7,,,0,0,2,False,False,True,False,False,False,0,0,0,0,0,1
254,2018-10-03 05:14:59.323,1455,2879509751,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-03,8.19,5,37545502,37545502,NA1,/v1/stats/player_history/NA/37545502,NA,3632,23455234,BokuWaHenry,79,GOLD,12,4,2,13,0,2432,465,14985,4,0,False,False,False,False,False,False,8091,6300,0,3152,1054,2033,3111,3067,3024,3340,2,6,0,3,1,441,71874,16458,5940,4,0,0,0,5,0,8229,1742,0,0,8226,250,884,0,8234,5,0,0,8237,452,0,0,8473,509,0,0,8453,688,0,0,8200,8400,16241,3521,17161,0,0,0,0,0,0,0,0,0,0,0,0,45,88474,19980,23379,8179,120,0,0,531,1,0,359,0,278,0,0,12,0,0,7,False,100,4.1,5.6,,,,,,,,,,,704.0999999999999,920.0,,,216.10000000000002,386.20000000000005,,,TOP,5,SOLO,,,,,402.3,512.4,,,0,0,2,False,False,True,False,False,False,0,0,0,0,0,1
270,2018-10-03 03:48:13.946,2318,2879452153,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-03,8.19,1,218766345,218766345,NA1,/v1/stats/player_history/NA1/218766345,NA1,3632,61079726,Skeevo,145,BRONZE,4,7,14,17,0,16549,4832,9238,7,0,False,False,False,True,True,False,18030,14550,1,3031,3095,2420,3006,3085,3124,3340,2,8,741,3,1,423,29160,6761,8139,20,0,12,0,1,0,8005,2050,1583,466,9111,1178,440,0,9104,17,40,0,8014,808,0,0,8226,250,368,0,8234,36,0,0,8000,8200,176117,15705,12193,0,0,0,0,0,0,0,0,0,0,0,0,3,213521,23728,20962,3448,259,0,0,153,3,0,8243,1262,629,1,0,18,0,1,8,True,100,7.1,7.8,4.7,5.8,1.8499999999999992,0.5,0.649999999999999,0.099999999999999,176.70000000000002,-87.49999999999997,110.99999999999997,-258.20000000000005,344.1,454.6,519.2,937.4,250.20000000000002,467.29999999999995,435.6,541.6,BOTTOM,1,DUO_CARRY,-85.55000000000001,56.29999999999998,-31.25,36.5,274.4,482.8,403.0,524.4,1,0,2,True,False,True,True,True,True,1,1,7,0,1,1
271,2018-10-03 03:48:13.946,2318,2879452153,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-03,8.19,2,37986663,37986663,NA1,/v1/stats/player_history/NA/37986663,NA,3632,23924232,Sheldor,103,BRONZE,4,12,11,17,0,4745,845,4792,3,0,False,False,False,False,False,False,12547,12035,0,1056,3089,1026,3136,3020,3285,3340,1,2,0,2,1,1183,97805,16212,8566,24,0,16,0,2,0,8112,1445,0,0,8143,407,0,0,8138,30,0,0,8106,4,0,0,8226,250,897,0,8210,0,0,0,8100,8200,16377,786,6174,0,0,0,0,0,0,0,0,0,0,0,0,29,166380,23053,15771,2490,207,0,0,199,1,0,52196,6054,1030,1,0,56,6,5,19,True,100,5.8,5.6,6.5,5.0,,,,,,,,,312.0,453.7,215.0,672.0,225.0,363.0,322.9,311.4,MIDDLE,2,SOLO,,,,,392.29999999999995,588.7,399.20000000000005,458.0,1,0,2,True,False,True,True,True,True,1,1,7,0,1,1
272,2018-10-03 03:48:13.946,2318,2879452153,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-03,8.19,3,38364439,38364439,NA1,/v1/stats/player_history/NA/38364439,NA,3587,24132946,DrArchadium,11,SILVER,4,11,11,18,0,47224,4940,20951,9,3,False,False,True,False,True,False,17321,14725,0,1419,0,3026,3124,3006,3812,3364,5,14,0,4,2,753,5746,523,8550,123,12,77,0,3,0,8010,1522,0,0,9111,1290,500,0,9104,14,20,0,8014,633,0,0,8138,18,0,0,8135,6153,5,0,8000,8100,186388,19176,21966,0,0,0,0,0,0,0,0,0,0,0,0,1,230217,28700,33740,13747,68,0,0,387,1,0,38081,8999,3223,1,0,42,10,2,15,True,100,0.0,1.7000000000000002,2.6,0.0,-0.1,1.5,-1.4,-3.4,-145.00000000000003,-168.29999999999995,390.7,8.0,574.2,701.0,992.8,1447.6,315.79999999999995,459.4,356.7,552.0,JUNGLE,3,NONE,124.89999999999999,163.6,-41.30000000000001,-339.6,355.7,511.6,476.2,321.0,1,0,2,True,False,True,True,True,True,1,1,7,0,1,1
274,2018-10-03 03:48:13.946,2318,2879452153,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-03,8.19,5,37545502,37545502,NA1,/v1/stats/player_history/NA/37545502,NA,3632,23455234,BokuWaHenry,555,GOLD,12,4,14,18,0,5632,3779,33655,7,2,False,False,False,False,False,False,15655,13850,0,2033,3147,3026,3071,3111,3742,3340,3,11,0,4,2,695,2217,1279,12984,9,5,0,0,5,0,8112,1552,0,0,8126,1119,0,0,8136,7,319,0,8106,5,0,0,8234,25,0,0,8226,250,1605,0,8100,8200,134267,26352,25846,0,0,0,0,0,0,0,0,0,0,0,0,46,146370,31345,39662,14681,203,0,0,702,1,0,9886,3714,830,1,0,46,2,6,22,True,100,7.7,6.699999999999999,1.9,3.6,,,,,,,,,538.5,928.8000000000001,1048.4,1572.2,316.9,365.70000000000005,327.9,464.0,TOP,5,SOLO,,,,,484.20000000000005,463.3,307.9,600.6,1,0,2,True,False,True,True,True,True,1,1,7,0,1,1
280,2018-10-02 05:34:31.826,2030,2878904417,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-02,8.19,1,218766345,218766345,NA1,/v1/stats/player_history/NA1/218766345,NA1,3632,61079726,Skeevo,145,BRONZE,4,7,8,15,0,13118,3053,6112,5,2,False,False,False,False,False,False,12616,11900,0,1054,3006,3095,3085,3124,1038,3340,2,6,1584,4,2,624,18324,3260,5729,9,1,5,0,1,0,8005,1143,1043,100,9111,474,280,0,9104,20,40,0,8014,321,0,0,8236,28,0,0,8226,250,581,0,8000,8200,117371,7636,9681,0,0,0,0,0,0,0,0,0,0,0,0,0,151006,10985,15689,2088,191,0,0,130,2,0,15311,88,279,0,0,17,0,3,8,False,100,6.1,4.5,7.4,,,,,,,,,,115.9,596.6,486.59999999999997,,226.8,266.5,545.7,,MIDDLE,1,DUO,,,,,305.7,371.5,572.1,,0,0,0,False,False,False,False,False,True,0,0,3,0,0,1
281,2018-10-02 05:34:31.826,2030,2878904417,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-02,8.19,2,231710330,231710330,NA1,/v1/stats/player_history/NA1/231710330,NA1,3460,73012371,jokokoloko,84,SILVER,12,4,8,15,0,55,0,10503,7,0,False,False,False,False,False,False,11357,11370,0,2031,3146,3165,3116,3020,1052,3363,2,7,0,3,1,527,80501,8992,7845,4,0,0,0,2,0,8112,651,0,0,8143,428,0,0,8138,30,0,0,8135,1338,5,0,8473,613,0,0,8472,0,0,0,8100,8400,18222,2329,14879,0,0,0,0,0,0,0,0,0,0,0,0,5,100263,11322,24528,4310,165,0,0,121,1,0,1540,0,1803,0,0,34,1,2,12,False,100,5.3,5.4,3.7,,,,,,,,,,345.70000000000005,722.7,831.5999999999999,,227.10000000000002,427.7,330.2,,MIDDLE,2,DUO,,,,,420.5,406.0,449.0,,0,0,0,False,False,False,False,False,True,0,0,3,0,0,1
282,2018-10-02 05:34:31.826,2030,2878904417,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-02,8.19,3,226762976,226762976,NA1,/v1/stats/player_history/NA1/226762976,NA1,3554,64739124,AgileOverlord,54,SILVER,4,11,7,14,0,3433,53,35621,7,0,False,False,False,False,False,False,9313,8350,0,1401,2031,3047,3194,1011,1031,3364,0,3,0,0,1,523,72591,7157,9373,86,8,67,0,3,0,8229,784,0,0,8226,250,532,0,8234,19,0,0,8232,4,20,0,9104,22,50,0,8014,127,0,0,8200,8000,39379,1458,17925,0,0,0,0,0,0,0,0,0,0,0,0,22,123848,9308,28734,7611,34,0,0,1082,1,0,11878,692,1434,0,0,19,0,4,2,False,100,0.1,0.899999999999999,2.0,,-0.1,-0.4,0.7000000000000001,,12.200000000000017,-163.29999999999995,240.8,,531.1,798.7,943.5,,218.0,246.5,335.9,,JUNGLE,3,NONE,-122.30000000000001,19.99999999999997,34.29999999999998,,220.5,368.7,465.0,,0,0,0,False,False,False,False,False,True,0,0,3,0,0,1
283,2018-10-02 05:34:31.826,2030,2878904417,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-02,8.19,4,37545502,37545502,NA1,/v1/stats/player_history/NA/37545502,NA,3632,23455234,BokuWaHenry,555,GOLD,12,4,10,16,0,2653,1355,21093,5,0,False,False,False,False,False,False,12992,12575,0,3748,1011,2033,3111,3147,3071,3340,2,12,0,7,1,1164,443,443,10286,0,0,0,0,4,0,8112,1301,0,0,8126,708,0,0,8136,7,299,0,8106,5,0,0,8234,43,0,0,8226,250,867,0,8100,8200,118501,17325,16845,0,0,0,0,0,0,0,0,0,0,0,0,19,121752,20336,30562,9483,176,0,0,486,1,0,2807,2567,3430,0,0,49,1,7,19,False,100,6.5,5.2,5.5,,1.1,-0.6999999999999991,1.799999999999999,,-143.9,477.70000000000005,105.70000000000005,,370.79999999999995,1036.4,905.6,,308.9,439.8,320.70000000000005,,TOP,4,SOLO,135.8,170.6,95.4,,478.7,480.29999999999995,420.3,,0,0,0,False,False,False,False,False,True,0,0,3,0,0,1
284,2018-10-02 05:34:31.826,2030,2878904417,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-02,8.19,5,36877032,36877032,NA1,/v1/stats/player_history/NA/36877032,NA,3506,22928658,iKledYouNot,161,SILVER,3,4,15,13,0,1277,378,5046,7,0,False,False,False,False,False,False,9980,9485,0,3030,3089,3092,2422,1028,1052,3364,1,3,0,2,1,524,53091,19045,6277,4,4,0,0,5,0,8351,7,0,0,8304,9,0,0,8321,6,0,0,8352,107,0,0,8226,250,591,0,8237,558,0,0,8300,8200,2355,446,9168,0,0,0,0,0,0,0,0,0,0,0,0,32,66261,21276,16423,516,41,0,0,410,1,0,10815,1784,977,0,0,59,2,1,32,False,100,0.4,1.6,1.9,,,,,,,,,,216.2,489.5,620.6,,223.9,263.0,282.1,,MIDDLE,5,DUO_SUPPORT,,,,,277.9,230.4,371.9,,0,0,0,False,False,False,False,False,True,0,0,3,0,0,1
295,2018-10-02 05:04:12.838,1111,2878828764,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-02,8.19,6,218766345,218766345,NA1,/v1/stats/player_history/NA1/218766345,NA1,3632,61079726,Skeevo,21,BRONZE,4,7,5,10,0,3869,3869,3328,3,0,False,False,,,False,False,6858,5870,0,1055,3142,3006,3086,0,0,3340,0,2,518,0,1,606,839,519,2290,0,0,0,0,6,0,8128,563,0,0,8139,561,0,0,8138,5,0,0,8135,92,5,0,8234,20,0,0,8226,250,458,0,8100,8200,57089,9097,6013,0,0,0,0,0,0,0,0,0,0,0,0,3,66863,9616,8331,1130,123,0,0,112,2,0,8935,0,28,1,0,5,0,0,3,True,200,7.199999999999999,,,,0.099999999999999,,,,-50.22000000000003,,,,151.1,,,,243.4,,,,NONE,6,DUO_SUPPORT,32.45999999999995,,,,308.9,,,,0,0,0,False,True,False,False,True,False,0,1,3,0,1,1
296,2018-10-02 05:04:12.838,1111,2878828764,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-02,8.19,7,231710330,231710330,NA1,/v1/stats/player_history/NA1/231710330,NA1,3460,73012371,jokokoloko,40,SILVER,3,4,5,9,0,1329,1329,2730,3,0,False,False,,,False,False,4713,4350,0,2033,3113,3092,1004,3117,1004,3363,1,2,0,2,1,613,12624,3580,2423,0,0,0,0,7,0,8214,374,349,0,8226,250,119,0,8210,0,0,0,8237,194,0,0,8463,554,0,0,8453,224,189,0,8200,8400,1856,614,3288,0,0,0,0,0,0,0,0,0,0,0,0,24,14684,4210,5796,1616,5,0,0,184,3,0,204,16,84,0,0,16,0,0,11,True,200,0.1,,,,0.099999999999999,,,,-50.22000000000003,,,,120.9,,,,143.8,,,,NONE,7,DUO_SUPPORT,32.45999999999995,,,,240.8,,,,0,0,0,False,True,False,False,True,False,0,1,3,0,1,1
297,2018-10-02 05:04:12.838,1111,2878828764,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-02,8.19,8,226762976,226762976,NA1,/v1/stats/player_history/NA1/226762976,NA1,3554,64739124,AgileOverlord,54,SILVER,4,11,5,11,0,7020,0,11880,2,0,False,False,,,False,False,6147,5125,0,1401,2031,3047,1011,1029,0,3513,1,3,0,2,1,533,34654,3320,3021,77,12,53,0,8,0,8229,361,0,0,8226,250,92,0,8234,16,0,0,8232,2,40,0,9104,14,50,0,8014,57,0,0,8200,8000,29033,670,8249,0,0,0,0,0,0,0,0,0,0,0,0,14,72135,4428,11409,4291,5,0,0,3413,1,0,8448,438,138,0,0,13,1,0,6,True,200,0.1,,,,0.099999999999999,,,,-50.22000000000003,,,,604.0,,,,264.3,,,,NONE,8,DUO_SUPPORT,32.45999999999995,,,,286.9,,,,0,0,0,False,True,False,False,True,False,0,1,3,0,1,1
298,2018-10-02 05:04:12.838,1111,2878828764,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-02,8.19,9,37545502,37545502,NA1,/v1/stats/player_history/NA/37545502,NA,3609,23455234,BokuWaHenry,555,GOLD,12,4,8,12,0,0,0,7668,3,1,False,True,,,False,False,8009,7000,0,3077,1054,2033,3147,3047,3067,3340,3,8,0,3,3,727,208,208,7859,0,0,0,0,9,0,8112,484,0,0,8126,325,0,0,8136,2,92,0,8106,5,0,0,8234,19,0,0,8226,250,220,0,8100,8200,46893,8496,5499,0,0,0,0,0,0,0,0,0,0,0,0,12,48690,10291,13850,3505,99,0,0,7209,1,1,1588,1586,491,0,0,14,0,2,8,True,200,5.3,,,,0.099999999999999,,,,-50.22000000000003,,,,402.90000000000003,,,,303.0,,,,NONE,9,DUO_SUPPORT,32.45999999999995,,,,440.79999999999995,,,,0,0,0,False,True,False,False,True,False,0,1,3,0,1,1
299,2018-10-02 05:04:12.838,1111,2878828764,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-02,8.19,10,36877032,36877032,NA1,/v1/stats/player_history/NA/36877032,NA,3506,22928658,iKledYouNot,131,SILVER,14,4,4,12,0,10074,1845,7050,0,0,False,False,,,False,False,8123,5900,0,3157,1056,0,1026,1001,3057,3340,1,6,0,6,1,0,57068,6902,1406,4,0,0,0,10,0,8112,589,0,0,8143,237,0,0,8138,19,0,0,8135,980,4,0,8237,214,0,0,8275,7,0,0,8100,8200,13250,1157,3999,0,0,0,0,0,0,0,0,0,0,0,0,4,78948,8937,5406,806,125,0,0,1320,1,0,8629,877,0,0,0,18,2,3,8,True,200,6.800000000000001,,,,0.099999999999999,,,,-50.22000000000003,,,,170.8,,,,335.5,,,,NONE,10,DUO_SUPPORT,32.45999999999995,,,,519.1,,,,0,0,0,False,True,False,False,True,False,0,1,3,0,1,1
305,2018-10-02 04:21:19.631,2071,2878719253,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-02,8.19,6,218766345,218766345,NA1,/v1/stats/player_history/NA1/218766345,NA1,3632,61079726,Skeevo,202,BRONZE,4,12,7,15,0,1093,826,8257,9,1,False,False,False,False,False,False,12812,12250,0,3031,3095,3006,3094,1036,3155,3340,1,8,966,5,2,412,5561,2678,11577,14,2,8,0,6,0,9923,34,40,0,8139,1811,0,0,8138,18,0,0,8135,1871,5,0,8234,34,0,0,8226,250,443,0,8100,8200,145893,26621,8590,0,0,0,0,0,0,0,0,0,0,0,0,28,152796,29968,21274,3639,175,0,0,198,1,0,1341,668,1106,0,0,20,0,1,10,False,200,5.7,5.9,4.7,,,,,,,,,,401.70000000000005,563.5,687.2,,238.5,271.1,600.1,,MIDDLE,6,DUO,,,,,402.5,316.0,468.5,,0,0,1,False,False,True,False,False,False,0,0,1,0,0,1
306,2018-10-02 04:21:19.631,2071,2878719253,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-02,8.19,7,37986663,37986663,NA1,/v1/stats/player_history/NA/37986663,NA,3632,23924232,Sheldor,31,BRONZE,4,12,2,17,0,4932,996,14915,6,0,False,False,False,False,False,False,12392,12500,0,3083,1082,3151,3047,3285,3191,3363,1,6,0,4,1,750,129148,12590,6252,24,0,10,0,7,0,8229,1435,0,0,8275,10,0,0,8233,25,40,0,8237,245,0,0,8126,457,0,0,8135,2234,4,0,8200,8100,24075,730,16410,0,0,0,0,0,0,0,0,0,0,0,0,48,163971,16457,26063,6287,184,0,0,958,1,0,10747,3136,3400,0,0,32,2,3,13,False,200,4.800000000000001,6.5,4.5,,,,,,,,,,415.2,395.9,722.3,,206.1,333.29999999999995,447.90000000000003,,MIDDLE,7,DUO,,,,,344.0,559.2,527.5,,0,0,1,False,False,True,False,False,False,0,0,1,0,0,1
307,2018-10-02 04:21:19.631,2071,2878719253,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-02,8.19,8,231710330,231710330,NA1,/v1/stats/player_history/NA1/231710330,NA1,3460,73012371,jokokoloko,26,SILVER,14,4,12,14,0,1363,914,6601,12,0,False,False,False,False,False,False,9028,7700,0,3285,3020,3092,3136,0,0,3340,0,2,0,0,1,385,56470,11923,8226,0,0,0,0,8,0,8229,733,0,0,8226,250,837,0,8210,0,0,0,8237,291,0,0,8126,410,0,0,8106,5,0,0,8200,8100,5056,1332,10712,0,0,0,0,0,0,0,0,0,0,0,0,16,63107,14715,19784,2278,63,0,0,159,2,0,1580,1459,845,1,0,23,0,0,14,False,200,0.7000000000000001,1.2,1.8,,0.0,-1.25,0.4,,18.000000000000014,362.05000000000007,-92.39999999999992,,260.1,600.8,756.7,,203.0,192.8,293.70000000000005,,BOTTOM,8,DUO_SUPPORT,29.049999999999997,-143.09999999999997,26.900000000000006,,231.5,196.0,467.2,,0,0,1,False,False,True,False,False,False,0,0,1,0,0,1
308,2018-10-02 04:21:19.631,2071,2878719253,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-02,8.19,9,226762976,226762976,NA1,/v1/stats/player_history/NA1/226762976,NA1,3554,64739124,AgileOverlord,113,SILVER,4,11,8,13,0,2680,167,34477,11,0,False,False,False,False,False,False,9981,8175,0,1401,2031,3047,3025,3211,1033,3364,1,5,0,2,1,414,40351,4603,13641,65,1,56,0,9,0,8439,466,0,0,8473,796,0,0,8429,71,18,18,8451,104,0,0,9111,1019,260,0,9104,23,30,0,8400,8000,39770,7422,16679,0,0,0,0,0,0,0,0,0,0,0,0,37,86559,13661,32933,5167,27,0,0,424,1,0,6436,1636,2612,0,0,22,1,1,3,False,200,0.1,1.0,1.1,,0.1,0.8,0.4,,-25.30000000000001,378.90000000000003,-289.50000000000006,,471.4,1024.5,1012.5,,197.89999999999998,310.5,265.8,,JUNGLE,9,NONE,-77.9,-129.6,-96.19999999999996,,227.5,307.8,430.3,,0,0,1,False,False,True,False,False,False,0,0,1,0,0,1
309,2018-10-02 04:21:19.631,2071,2878719253,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-02,8.19,10,36877032,36877032,NA1,/v1/stats/player_history/NA/36877032,NA,3506,22928658,iKledYouNot,20,SILVER,6,4,12,14,0,1354,868,12782,14,0,False,False,False,False,False,False,8683,8100,0,3020,3285,3144,3145,1056,1056,3340,1,2,0,2,1,427,86366,17973,12264,4,0,4,0,10,0,8124,0,0,0,8139,814,0,0,8138,17,0,0,8105,11,4,0,8234,63,0,0,8237,359,0,0,8100,8200,8157,898,15773,0,0,0,0,0,0,0,0,0,0,0,0,42,103384,18871,30144,4197,125,0,0,509,1,0,8859,0,2105,0,0,20,0,1,10,False,200,4.8,3.5,3.2,,0.0,-1.25,0.4,,18.000000000000014,362.05000000000007,-92.39999999999992,,304.4,856.7,994.8000000000001,,225.1,213.8,298.7,,BOTTOM,10,DUO_CARRY,29.049999999999997,-143.09999999999997,26.900000000000006,,317.2,320.20000000000005,402.9,,0,0,1,False,False,True,False,False,False,0,0,1,0,0,1
316,2018-10-02 03:52:56.969,1051,2878731296,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-02,8.19,7,218766345,218766345,NA1,/v1/stats/player_history/NA1/218766345,NA1,3632,61079726,Skeevo,78,BRONZE,4,12,2,12,0,14604,1390,11307,0,0,False,False,,,False,True,6149,5900,0,1054,3047,3068,3057,1029,0,3513,0,1,0,0,1,0,13364,1216,471,4,0,0,0,7,0,8437,386,332,0,8473,384,0,0,8444,683,0,0,8451,91,0,0,8345,4,0,0,8352,75,0,0,8400,8300,40378,4280,7961,0,0,0,0,0,0,0,0,0,0,0,0,19,61663,5496,8754,262,120,0,0,1396,1,0,7920,0,321,1,0,7,0,0,4,True,200,6.2,,,,-0.539999999999999,,,,5.600000000000037,,,,324.1,,,,226.9,,,,NONE,7,DUO,3.980000000000032,,,,443.4,,,,0,0,1,False,False,True,False,True,True,0,1,3,0,1,1
317,2018-10-02 03:52:56.969,1051,2878731296,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-02,8.19,8,231710330,231710330,NA1,/v1/stats/player_history/NA1/231710330,NA1,3460,73012371,jokokoloko,26,SILVER,14,4,7,9,0,1451,1396,1806,1,0,False,False,,,False,False,5183,3660,0,3020,1052,3092,0,0,0,3340,0,1,0,0,1,697,18007,4484,1425,0,0,0,0,8,0,8229,449,0,0,8226,250,277,0,8210,0,0,0,8237,182,0,0,8126,182,0,0,8106,3,0,0,8200,8100,3420,933,3703,0,0,0,0,0,0,0,0,0,0,0,0,9,21904,5895,5596,762,21,0,0,47,1,0,476,476,468,1,0,18,1,2,9,True,200,0.7000000000000001,,,,-0.539999999999999,,,,5.600000000000037,,,,150.7,,,,186.3,,,,NONE,8,DUO_SUPPORT,3.980000000000032,,,,267.7,,,,0,0,1,False,False,True,False,True,True,0,1,3,0,1,1
318,2018-10-02 03:52:56.969,1051,2878731296,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-02,8.19,9,226762976,226762976,NA1,/v1/stats/player_history/NA1/226762976,NA1,3554,64739124,AgileOverlord,77,SILVER,4,11,2,11,0,5320,498,9248,4,1,False,False,,,False,False,8653,6825,0,1400,2032,3111,3044,3101,1027,3340,2,10,0,5,2,345,2877,0,4359,84,12,52,0,9,0,8005,1374,951,422,9111,579,240,0,9104,12,30,0,8014,314,0,0,8234,22,0,0,8232,2,30,0,8000,8200,67712,11492,9503,0,0,0,0,0,0,0,0,0,0,0,0,18,74380,12126,13934,5352,17,0,0,234,1,0,3791,634,71,1,0,12,0,0,5,True,200,0.4,,,,-0.539999999999999,,,,5.600000000000037,,,,634.6,,,,287.3,,,,NONE,9,DUO_SUPPORT,3.980000000000032,,,,278.4,,,,0,0,1,False,False,True,False,True,True,0,1,3,0,1,1
