,gameCreation,gameDuration,gameId,gameMode,gameType,gameVersion,mapId,platformId,queueId,seasonId,date,shortVersion,participantId,player.accountId,player.currentAccountId,player.currentPlatformId,player.matchHistoryUri,player.platformId,player.profileIcon,player.summonerId,player.summonerName,championId,highestAchievedSeasonTier,spell1Id,spell2Id,stats.assists,stats.champLevel,stats.combatPlayerScore,stats.damageDealtToObjectives,stats.damageDealtToTurrets,stats.damageSelfMitigated,stats.deaths,stats.doubleKills,stats.firstBloodAssist,stats.firstBloodKill,stats.firstInhibitorAssist,stats.firstInhibitorKill,stats.firstTowerAssist,stats.firstTowerKill,stats.goldEarned,stats.goldSpent,stats.inhibitorKills,stats.item0,stats.item1,stats.item2,stats.item3,stats.item4,stats.item5,stats.item6,stats.killingSprees,stats.kills,stats.largestCriticalStrike,stats.largestKillingSpree,stats.largestMultiKill,stats.longestTimeSpentLiving,stats.magicDamageDealt,stats.magicDamageDealtToChampions,stats.magicalDamageTaken,stats.neutralMinionsKilled,stats.neutralMinionsKilledEnemyJungle,stats.neutralMinionsKilledTeamJungle,stats.objectivePlayerScore,stats.participantId,stats.pentaKills,stats.perk0,stats.perk0Var1,stats.perk0Var2,stats.perk0Var3,stats.perk1,stats.perk1Var1,stats.perk1Var2,stats.perk1Var3,stats.perk2,stats.perk2Var1,stats.perk2Var2,stats.perk2Var3,stats.perk3,stats.perk3Var1,stats.perk3Var2,stats.perk3Var3,stats.perk4,stats.perk4Var1,stats.perk4Var2,stats.perk4Var3,stats.perk5,stats.perk5Var1,stats.perk5Var2,stats.perk5Var3,stats.perkPrimaryStyle,stats.perkSubStyle,stats.physicalDamageDealt,stats.physicalDamageDealtToChampions,stats.physicalDamageTaken,stats.playerScore0,stats.playerScore1,stats.playerScore2,stats.playerScore3,stats.playerScore4,stats.playerScore5,stats.playerScore6,stats.playerScore7,stats.playerScore8,stats.playerScore9,stats.quadraKills,stats.sightWardsBoughtInGame,stats.timeCCingOthers,stats.totalDamageDealt,stats.totalDamageDealtToChampions,stats.totalDamageTaken,stats.totalHeal,stats.totalMinionsKilled,stats.totalPlayerScore,stats.totalScoreRank,stats.totalTimeCrowdControlDealt,stats.totalUnitsHealed,stats.tripleKills,stats.trueDamageDealt,stats.trueDamageDealtToChampions,stats.trueDamageTaken,stats.turretKills,stats.unrealKills,stats.visionScore,stats.visionWardsBoughtInGame,stats.wardsKilled,stats.wardsPlaced,stats.win,teamId,timeline.creepsPerMinDeltas.0-10,timeline.creepsPerMinDeltas.10-20,timeline.creepsPerMinDeltas.20-30,timeline.creepsPerMinDeltas.30-end,timeline.csDiffPerMinDeltas.0-10,timeline.csDiffPerMinDeltas.10-20,timeline.csDiffPerMinDeltas.20-30,timeline.csDiffPerMinDeltas.30-end,timeline.damageTakenDiffPerMinDeltas.0-10,timeline.damageTakenDiffPerMinDeltas.10-20,timeline.damageTakenDiffPerMinDeltas.20-30,timeline.damageTakenDiffPerMinDeltas.30-end,timeline.damageTakenPerMinDeltas.0-10,timeline.damageTakenPerMinDeltas.10-20,timeline.damageTakenPerMinDeltas.20-30,timeline.damageTakenPerMinDeltas.30-end,timeline.goldPerMinDeltas.0-10,timeline.goldPerMinDeltas.10-20,timeline.goldPerMinDeltas.20-30,timeline.goldPerMinDeltas.30-end,timeline.lane,timeline.participantId,timeline.role,timeline.xpDiffPerMinDeltas.0-10,timeline.xpDiffPerMinDeltas.10-20,timeline.xpDiffPerMinDeltas.20-30,timeline.xpDiffPerMinDeltas.30-end,timeline.xpPerMinDeltas.0-10,timeline.xpPerMinDeltas.10-20,timeline.xpPerMinDeltas.20-30,timeline.xpPerMinDeltas.30-end,baronKills,dominionVictoryScore,dragonKills,firstBaron,firstBlood,firstDragon,firstInhibitor,firstRiftHerald,firstTower,inhibitorKills,riftHeraldKills,towerKills,vilemawKills,win,countnumber
1826,2018-10-17 03:53:37.779,1801,2888765992,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-17,8.2,7,231710330,231710330,NA1,/v1/stats/player_history/NA1/231710330,NA1,3460,73012371,jokokoloko,81,SILVER,7,4,7,14,0,7384,4647,4897,3,0,False,False,True,False,False,False,9700,8933,0,2031,3078,3006,3147,3070,0,3340,0,2,0,0,1,506,19103,5630,4807,4,0,4,0,7,0,8359,500,15,0,8304,10,0,0,8321,4,0,0,8347,0,0,0,8210,0,0,0,8237,302,0,0,8300,8200,84991,10388,6106,0,0,0,0,0,0,0,0,0,0,0,0,0,107694,16018,10956,1811,156,0,0,6,4,0,3600,0,41,2,0,25,0,0,13,True,200,4.7,6.4,4.5,,-1.699999999999999,-1.25,-0.7499999999999991,,-29.900000000000006,-196.39999999999998,-690.2,,176.7,398.0,520.9,,209.2,323.3,387.3,,BOTTOM,7,DUO_CARRY,-32.5,-21.19999999999996,174.35000000000002,,331.9,370.4,551.5,,1,0,0,True,True,False,True,True,True,1,1,8,0,1,1
1827,2018-10-17 03:53:37.779,1801,2888765992,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-17,8.2,8,38364439,38364439,NA1,/v1/stats/player_history/NA/38364439,NA,3632,24132946,DrArchadium,11,SILVER,4,11,6,15,0,28027,5340,14674,5,3,False,True,False,True,False,True,13014,10800,1,1419,3812,3006,0,0,3124,3340,3,12,0,6,3,644,3886,382,8773,96,4,76,0,8,0,8010,788,0,0,9111,1149,360,0,9104,14,20,0,8014,502,0,0,8138,18,0,0,8135,5199,5,0,8000,8100,126170,15579,16354,0,0,0,0,0,0,0,0,0,0,0,0,2,159523,23786,26032,12627,45,0,0,189,1,1,29466,7824,904,1,0,23,1,1,11,True,200,0.5,1.8,2.2,,,,,,,,,,532.0,831.3,1239.9,,274.29999999999995,339.9,637.0,,JUNGLE,8,NONE,,,,,353.2,465.29999999999995,518.5,,1,0,0,True,True,False,True,True,True,1,1,8,0,1,1
1828,2018-10-17 03:53:37.779,1801,2888765992,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-17,8.2,9,36877032,36877032,NA1,/v1/stats/player_history/NA/36877032,NA,3776,22928658,iKledYouNot,57,SILVER,12,4,16,16,0,2338,1192,37797,2,0,False,False,True,False,False,False,10968,9785,0,1056,3068,3065,3801,3111,3024,3340,1,5,0,5,1,1047,105180,23065,10748,4,0,0,0,9,0,8439,1825,0,0,8473,655,0,0,8472,0,0,0,8453,1135,79,0,8143,630,0,0,8106,5,0,0,8400,8100,18091,4604,19706,0,0,0,0,0,0,0,0,0,0,0,0,96,123331,27729,31219,14732,162,0,0,595,1,0,60,60,764,0,0,28,1,1,10,True,200,5.699999999999999,8.1,2.4,,,,,,,,,,522.0999999999999,993.0999999999999,1606.7,,278.3,423.0,345.29999999999995,,TOP,9,SOLO,,,,,469.29999999999995,593.2,454.4,,1,0,0,True,True,False,True,True,True,1,1,8,0,1,1
1829,2018-10-17 03:53:37.779,1801,2888765992,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-17,8.2,10,226905149,226905149,NA1,/v1/stats/player_history/NA1/226905149,NA1,3632,64811789,Channsanity,236,SILVER,7,4,8,15,0,8368,2894,11042,2,0,False,False,True,False,False,False,11884,10045,0,1055,3111,3153,3071,3086,2015,3340,1,9,448,7,1,649,4713,2391,9142,8,1,7,0,10,0,8005,4418,2911,1506,9111,870,340,0,9103,22,10,0,8014,662,0,0,8143,667,0,0,8135,1430,5,0,8000,8100,102262,30057,10580,0,0,0,0,0,0,0,0,0,0,0,0,4,107630,32654,20106,5841,141,0,0,91,3,0,655,205,382,1,0,22,1,2,11,True,200,6.7,5.5,1.9,,2.6,0.199999999999999,-1.8,,-144.00000000000003,-214.89999999999998,-241.10000000000002,,259.5,797.7,953.4,,261.0,317.1,560.0999999999999,,MIDDLE,10,SOLO,85.90000000000003,-76.0,211.89999999999998,,465.90000000000003,347.3,508.2,,1,0,0,True,True,False,True,True,True,1,1,8,0,1,1
1875,2018-10-18 04:06:57.728,2568,2889263197,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-18,8.2,6,218766345,218766345,NA1,/v1/stats/player_history/NA1/218766345,NA1,3776,61079726,Skeevo,21,BRONZE,4,7,13,18,0,22933,14493,16794,6,2,False,False,True,False,False,True,19766,17350,0,3072,3142,3157,3006,3147,3094,3340,2,14,963,11,2,1082,10360,1876,7635,24,0,20,0,6,0,8128,4867,0,0,8139,1777,0,0,8138,18,0,0,8135,1046,5,0,8234,41,0,0,8226,250,740,0,8100,8200,265659,38497,16084,0,0,0,0,0,0,0,0,0,0,0,0,9,280808,41962,24605,4670,293,0,0,301,3,0,4788,1588,885,6,0,34,0,10,9,False,200,7.6,7.2,5.4,7.300000000000001,0.6000000000000001,0.05,-2.499999999999999,0.7000000000000001,-2.050000000000011,-116.15000000000003,89.65000000000003,105.64999999999992,155.39999999999998,332.7,669.8,817.7,243.7,592.7,445.79999999999995,459.9,BOTTOM,6,DUO_CARRY,-12.049999999999983,70.05000000000001,-364.95000000000005,11.550000000000011,282.6,488.1,329.29999999999995,781.7,0,0,3,False,False,True,True,False,True,2,0,8,0,0,1
1876,2018-10-18 04:06:57.728,2568,2889263197,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-18,8.2,7,231710330,231710330,NA1,/v1/stats/player_history/NA1/231710330,NA1,3460,73012371,jokokoloko,39,SILVER,12,4,11,17,0,4543,2129,28471,9,0,False,False,False,False,False,False,15883,15858,0,3156,3748,3065,3078,3047,1053,3363,2,11,0,4,1,620,30034,7220,5824,0,0,0,0,7,0,8010,707,0,0,9111,1078,440,0,9104,15,10,0,8014,599,0,0,8473,1063,0,0,8444,1259,0,0,8000,8400,139153,16924,26412,0,0,0,0,0,0,0,0,0,0,0,0,18,172403,26137,35308,4469,206,0,0,259,1,0,3216,1992,3071,1,0,42,1,0,15,False,200,7.0,5.4,2.4,4.9,1.399999999999999,0.5999999999999991,-2.7,0.1,135.79999999999998,74.40000000000003,91.79999999999995,-249.5,513.3,737.5,1148.5,688.6,353.90000000000003,331.4,340.9,408.79999999999995,MIDDLE,7,SOLO,119.69999999999999,-19.399999999999977,-314.79999999999995,-117.30000000000001,510.6,370.9,307.8,482.4,0,0,3,False,False,True,True,False,True,2,0,8,0,0,1
1877,2018-10-18 04:06:57.728,2568,2889263197,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-18,8.2,8,37013139,37013139,NA1,/v1/stats/player_history/NA/37013139,NA,1447,23037187,Fláy ,412,SILVER,4,14,19,17,0,3440,2413,41396,5,0,False,False,True,False,True,False,13697,12525,0,3109,3110,3069,3117,3512,1011,3364,1,5,0,3,1,1064,25858,10880,10433,0,0,0,0,8,0,8437,343,306,0,8473,727,0,0,8444,1690,0,0,8451,326,0,0,8224,334,0,0,8237,324,0,0,8400,8200,7523,1213,17622,0,0,0,0,0,0,0,0,0,0,0,0,49,34618,12862,30588,3273,28,0,0,1231,1,0,1236,768,2533,0,0,96,3,9,40,False,200,0.1,0.4,1.3,0.799999999999999,0.6000000000000001,0.05,-2.499999999999999,0.7000000000000001,-2.050000000000011,-116.15000000000003,89.65000000000003,105.64999999999992,106.30000000000001,481.70000000000005,1044.6,999.0,153.9,414.29999999999995,355.1,311.70000000000005,BOTTOM,8,DUO_SUPPORT,-12.049999999999983,70.05000000000001,-364.95000000000005,11.550000000000011,294.8,342.5,321.5,552.3,0,0,3,False,False,True,True,False,True,2,0,8,0,0,1
1878,2018-10-18 04:06:57.728,2568,2889263197,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-18,8.2,9,36877032,36877032,NA1,/v1/stats/player_history/NA/36877032,NA,3776,22928658,iKledYouNot,164,SILVER,11,4,17,17,0,15607,2716,42778,11,1,False,False,False,True,False,False,13223,12575,2,3077,3053,1031,3047,1412,3025,3364,1,4,0,2,2,734,2947,479,14729,84,4,56,0,9,0,8112,2098,0,0,8143,607,0,0,8138,18,0,0,8106,5,0,0,8473,1099,0,0,8472,0,0,0,8100,8400,113704,17501,29412,0,0,0,0,0,0,0,0,0,0,0,0,28,139043,21475,46681,9679,52,0,0,360,1,0,22390,3494,2538,0,0,36,4,3,16,False,200,0.0,1.3,1.5,1.799999999999999,0.0,0.4,0.4,-2.4,109.19999999999996,-9.199999999999989,-316.6,490.2,606.5999999999999,966.7,1155.8,1490.9,197.39999999999998,314.0,296.3,360.5,JUNGLE,9,NONE,-80.8,53.30000000000004,-113.30000000000001,-264.40000000000003,223.10000000000002,482.8,420.3,514.2,0,0,3,False,False,True,True,False,True,2,0,8,0,0,1
1880,2018-10-18 04:58:51.047,2322,2889302825,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-18,8.2,1,218766345,218766345,NA1,/v1/stats/player_history/NA1/218766345,NA1,3776,61079726,Skeevo,21,BRONZE,4,7,9,17,0,13058,2425,7711,6,3,False,False,False,False,False,False,17700,16650,0,3147,3142,3026,3006,3094,3072,3363,4,16,1103,8,3,807,6257,1952,21333,8,0,4,0,1,0,8128,3908,0,0,8139,1467,0,0,8138,18,0,0,8135,1929,5,0,8234,28,0,0,8226,250,785,0,8100,8200,198352,35624,6132,0,0,0,0,0,0,0,0,0,0,0,0,8,214953,38032,28503,7186,229,0,0,882,2,1,10344,456,1037,2,0,20,0,4,7,False,100,4.9,6.0,8.2,6.6,-0.6999999999999991,0.399999999999999,1.15,0.799999999999999,103.75,423.75,205.85000000000002,507.0000000000001,251.39999999999998,668.7,704.6,1462.0,208.39999999999998,422.79999999999995,606.3,571.0,BOTTOM,1,DUO_CARRY,0.049999999999997005,-126.15000000000003,93.95000000000002,281.99999999999994,310.4,374.6,551.7,605.2,1,0,1,True,False,False,False,False,True,0,0,3,0,0,1
1881,2018-10-18 04:58:51.047,2322,2889302825,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-18,8.2,2,231710330,231710330,NA1,/v1/stats/player_history/NA1/231710330,NA1,3460,73012371,jokokoloko,84,SILVER,14,4,13,18,0,4396,2596,9468,7,0,False,False,False,False,False,False,14512,13475,0,3116,3146,3165,3135,3020,0,3363,3,9,0,3,1,875,131368,18131,19144,0,0,0,0,2,0,8112,1737,0,0,8143,574,0,0,8138,30,0,0,8135,2600,5,0,8234,27,0,0,8237,485,0,0,8100,8200,29407,3154,9520,0,0,0,0,0,0,0,0,0,0,0,0,9,166793,22565,29820,8899,215,0,0,1312,1,0,6018,1280,1155,0,0,50,1,0,13,False,100,5.4,6.7,6.3,3.6,-1.6,-0.7000000000000001,1.0,-4.199999999999999,141.0,146.20000000000002,511.6,327.5999999999999,237.5,478.4,841.8000000000001,1361.8,263.0,405.9,329.29999999999995,449.4,MIDDLE,2,SOLO,-16.099999999999966,96.5,190.1,-120.39999999999998,442.3,466.9,532.3,590.4,1,0,1,True,False,False,False,False,True,0,0,3,0,0,1
1882,2018-10-18 04:58:51.047,2322,2889302825,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-18,8.2,3,37013139,37013139,NA1,/v1/stats/player_history/NA/37013139,NA,1447,23037187,Fláy ,412,SILVER,4,14,21,16,0,1626,254,24831,7,0,False,False,False,False,False,False,9548,9075,0,3067,3117,3069,3194,3512,0,3364,0,1,0,0,1,697,17892,7903,25731,0,0,0,0,3,0,8437,283,193,0,8473,815,0,0,8444,1599,0,0,8451,296,0,0,8224,1029,0,0,8237,302,0,0,8400,8200,4053,645,5136,0,0,0,0,0,0,0,0,0,0,0,0,34,22614,9218,31688,2016,9,0,0,2079,1,0,669,669,820,0,0,64,1,1,35,False,100,0.2,0.2,0.2,0.0,-0.6999999999999991,0.399999999999999,1.15,0.799999999999999,103.75,423.75,205.85000000000002,507.0000000000001,338.6,922.6999999999999,803.4,860.8,146.5,249.60000000000002,263.6,312.2,BOTTOM,3,DUO_SUPPORT,0.049999999999997005,-126.15000000000003,93.95000000000002,281.99999999999994,266.2,349.4,444.8,636.4,1,0,1,True,False,False,False,False,True,0,0,3,0,0,1
1883,2018-10-18 04:58:51.047,2322,2889302825,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-18,8.2,4,226762976,226762976,NA1,/v1/stats/player_history/NA1/226762976,NA1,3632,64739124,AgileOverlord,2,SILVER,4,11,3,17,0,13921,1645,32700,7,0,False,False,False,False,False,False,11818,11375,0,1401,3083,3158,3065,3077,1053,3364,0,2,0,0,1,756,40819,696,23228,85,0,56,0,4,0,8021,2228,0,0,9111,491,100,0,9104,21,10,0,8014,89,0,0,8236,28,0,0,8234,21,0,0,8000,8200,114978,6847,20374,0,0,0,0,0,0,0,0,0,0,0,0,9,193446,12048,45061,10184,148,0,0,2473,1,0,37649,4504,1458,0,0,39,1,6,1,False,100,0.1,5.6,7.4,3.4,-0.1,3.5,4.1,-0.2,-53.39999999999998,-151.90000000000003,-483.09999999999997,1069.6,526.5,858.4000000000001,850.7,2855.0,210.7,330.1,403.6,283.2,JUNGLE,4,NONE,-76.09999999999998,-41.00000000000003,89.39999999999998,-108.39999999999998,269.20000000000005,540.9,627.6,552.2,1,0,1,True,False,False,False,False,True,0,0,3,0,0,1
1884,2018-10-18 04:58:51.047,2322,2889302825,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-18,8.2,5,36877032,36877032,NA1,/v1/stats/player_history/NA/36877032,NA,3776,22928658,iKledYouNot,127,SILVER,12,4,18,18,0,3498,1927,24456,8,0,False,False,False,False,False,False,13329,11725,0,1056,3001,3152,3020,3151,3191,3340,2,7,0,3,1,486,159701,24587,16927,20,0,12,0,5,0,8439,553,0,0,8473,946,0,0,8472,0,0,0,8453,540,39,0,8143,811,0,0,8106,5,0,0,8400,8100,13255,1501,13352,0,0,0,0,0,0,0,0,0,0,0,0,41,172956,26088,31654,4820,158,0,0,1432,1,0,0,0,1374,0,0,35,3,1,15,False,100,4.5,4.6,1.799999999999999,5.6,-1.199999999999999,-0.9,-4.9,-1.6,-262.20000000000005,98.70000000000002,-261.0,109.79999999999995,300.1,498.8,935.5,1469.8,228.89999999999998,372.3,366.5,347.0,TOP,5,SOLO,17.200000000000017,46.49999999999997,-61.599999999999994,-44.799999999999955,428.20000000000005,465.2,398.4,739.0,1,0,1,True,False,False,False,False,True,0,0,3,0,0,1
1912,2018-10-19 03:14:17.848,1717,2890014971,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-19,8.2,3,226762976,226762976,NA1,/v1/stats/player_history/NA1/226762976,NA1,3632,64739124,AgileOverlord,2,SILVER,4,11,5,12,0,4464,298,22126,8,0,False,False,False,False,False,False,7495,7075,0,1401,2031,3158,3800,1031,0,3364,0,0,0,0,0,341,22161,104,5769,92,4,75,0,3,0,8124,312,0,0,8126,177,0,0,8138,6,0,0,8105,11,4,0,8232,4,10,0,8234,26,0,0,8100,8200,63575,5458,22400,0,0,0,0,0,0,0,0,0,0,0,0,14,102422,6676,28834,7086,26,0,0,650,1,0,16684,1113,664,0,0,23,1,4,2,False,100,0.1,1.3,,,0.1,0.5,,,93.10000000000005,381.90000000000003,,,694.7,979.6,,,220.0,251.89999999999998,,,JUNGLE,3,NONE,-78.50000000000001,-217.10000000000005,,,236.89999999999998,411.4,,,0,0,0,False,False,False,False,False,False,0,0,2,0,0,1
1913,2018-10-19 03:14:17.848,1717,2890014971,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-19,8.2,4,36877032,36877032,NA1,/v1/stats/player_history/NA/36877032,NA,3776,22928658,iKledYouNot,84,SILVER,12,4,3,14,0,1462,1462,9138,4,0,False,False,False,False,False,False,9503,8125,0,1054,3057,3146,3020,3113,1026,3340,2,7,0,3,1,916,67096,9889,5812,4,0,4,0,4,0,8230,11,0,0,8275,9,0,0,8234,36,0,0,8237,335,0,0,8143,507,0,0,8106,5,0,0,8200,8100,19443,2992,13744,0,0,0,0,0,0,0,0,0,0,0,0,4,86539,12881,20440,6030,126,0,0,96,1,0,0,0,882,0,0,20,1,0,10,False,100,4.5,5.1,,,,,,,,,,,356.5,688.2,,,252.20000000000002,290.8,,,MIDDLE,4,DUO,,,,,391.1,373.5,,,0,0,0,False,False,False,False,False,False,0,0,2,0,0,1
2011,2018-10-20 04:26:25.927,1982,2890602235,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-20,8.2,2,37986663,37986663,NA1,/v1/stats/player_history/NA/37986663,NA,3632,23924232,Sheldor,223,BRONZE,4,14,10,13,0,0,0,29625,5,0,False,False,False,False,False,False,8004,6875,0,3401,3190,2055,3009,3067,3801,3364,0,1,0,0,1,688,17179,6917,8508,0,0,0,0,2,0,8465,1889,0,0,8473,571,0,0,8444,1047,0,0,8453,604,1181,0,8304,10,0,0,8410,73,0,0,8400,8300,7526,694,11450,0,0,0,0,0,0,0,0,0,0,0,0,17,40231,8942,21839,4016,66,0,0,86,4,0,15525,1331,1880,0,0,69,7,6,25,False,100,1.5,2.1,2.7,,1.0,1.45,1.45,,39.25,79.90000000000003,298.15000000000003,,202.0,641.5,773.2,,137.8,235.10000000000002,289.6,,BOTTOM,2,DUO_SUPPORT,22.25,52.69999999999999,23.69999999999999,,269.6,286.4,363.9,,0,0,0,False,False,False,False,False,False,0,0,4,0,0,1
2012,2018-10-20 04:26:25.927,1982,2890602235,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-20,8.2,3,231710330,231710330,NA1,/v1/stats/player_history/NA1/231710330,NA1,3460,73012371,jokokoloko,84,SILVER,12,4,2,14,0,426,426,7156,9,0,False,False,False,False,False,False,8414,8625,0,0,3146,0,3102,3020,0,3363,0,0,0,0,0,399,85178,5721,9223,4,0,4,0,3,0,8112,418,0,0,8143,218,0,0,8138,2,0,0,8135,534,2,0,8234,16,0,0,8237,197,0,0,8100,8200,22976,1330,9469,0,0,0,0,0,0,0,0,0,0,0,0,4,108155,7052,20434,3416,171,0,0,77,1,0,0,0,1740,0,0,35,1,0,11,False,100,4.6,5.1,5.9,,-0.8,-1.4,0.29999999999999905,,205.20000000000002,248.3,243.39999999999998,,486.20000000000005,565.1,797.4,,190.6,235.89999999999998,264.7,,MIDDLE,3,SOLO,-138.1,-200.39999999999998,-32.79999999999998,,340.4,339.9,382.9,,0,0,0,False,False,False,False,False,False,0,0,4,0,0,1
2013,2018-10-20 04:26:25.927,1982,2890602235,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-20,8.2,4,37013139,37013139,NA1,/v1/stats/player_history/NA/37013139,NA,1447,23037187,Fláy ,81,SILVER,4,7,3,15,0,850,429,7165,3,2,False,False,False,False,False,False,13526,12058,0,3072,3078,3158,3042,1036,1037,3363,2,9,0,5,2,800,24011,8729,6173,4,0,4,0,4,0,8359,510,24,0,8304,10,0,0,8345,4,0,0,8347,0,0,0,8226,250,1681,0,8237,469,0,0,8300,8200,109348,18547,9189,0,0,0,0,0,0,0,0,0,0,0,0,4,138878,28343,15821,1865,203,0,0,192,2,0,5518,1066,458,0,0,17,0,1,12,False,100,6.7,7.3,5.199999999999999,,1.0,1.45,1.45,,39.25,79.90000000000003,298.15000000000003,,228.5,395.3,619.7,,242.2,445.1,427.3,,BOTTOM,4,DUO_CARRY,22.25,52.69999999999999,23.69999999999999,,295.7,467.0,376.29999999999995,,0,0,0,False,False,False,False,False,False,0,0,4,0,0,1
2014,2018-10-20 04:26:25.927,1982,2890602235,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-20,8.2,5,36877032,36877032,NA1,/v1/stats/player_history/NA/36877032,NA,3776,22928658,iKledYouNot,64,SILVER,11,4,6,14,0,4382,0,22713,8,0,False,False,False,False,False,False,9559,8450,0,3077,3071,2055,3111,0,1400,3340,0,2,0,0,1,532,23764,2253,10155,88,0,70,0,5,0,8112,1009,0,0,8143,365,0,0,8138,8,0,0,8106,5,0,0,8473,682,0,0,8453,846,564,0,8100,8400,83267,11286,21223,0,0,0,0,0,0,0,0,0,0,0,0,20,113165,14199,33787,7602,33,0,0,526,1,0,6133,659,2407,0,0,30,5,4,14,False,100,0.1,0.9,2.099999999999999,,0.0,0.2,0.9999999999999991,,-84.80000000000001,243.0,62.69999999999999,,528.8,986.4,1128.8,,194.60000000000002,331.4,300.7,,JUNGLE,5,NONE,-18.200000000000003,-23.69999999999999,-157.5,,237.89999999999998,480.8,361.0,,0,0,0,False,False,False,False,False,False,0,0,4,0,0,1
2030,2018-10-20 06:30:55.574,2205,2890665373,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-20,8.2,1,218766345,218766345,NA1,/v1/stats/player_history/NA1/218766345,NA1,3776,61079726,Skeevo,21,BRONZE,4,7,19,17,0,20149,10086,12143,7,4,False,True,False,False,False,True,18089,16150,1,3094,3142,3006,3147,3071,3026,3363,4,15,913,6,3,378,8293,3624,12391,19,3,8,0,1,0,8437,694,582,0,8473,466,0,0,8429,72,14,10,8451,269,0,0,8234,22,0,0,8236,28,0,0,8400,8200,174479,40809,10088,0,0,0,0,0,0,0,0,0,0,0,0,15,193666,45396,24686,3774,205,0,0,464,5,1,10894,963,2206,3,0,30,0,6,11,True,100,6.300000000000001,3.0,6.6,7.8,-0.399999999999999,-2.85,-1.099999999999999,5.1,187.10000000000002,47.80000000000001,16.100000000000023,-243.0999999999999,296.90000000000003,621.3,676.6,1363.4,267.9,438.3,524.1,805.4,MIDDLE,1,DUO,-160.04999999999998,-61.349999999999994,-2.500000000000028,453.09999999999997,262.70000000000005,384.8,562.5,927.0,1,0,0,True,True,False,False,False,True,1,0,7,0,1,1
2031,2018-10-20 06:30:55.574,2205,2890665373,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-20,8.2,2,231710330,231710330,NA1,/v1/stats/player_history/NA1/231710330,NA1,3460,73012371,jokokoloko,84,SILVER,12,4,13,17,0,3107,1778,13060,8,0,False,False,False,False,False,False,12198,11675,0,3116,3146,3165,1026,3020,0,3363,0,5,0,0,1,684,101574,9244,10242,1,0,1,0,2,0,8437,221,190,0,8473,657,0,0,8472,0,0,0,8453,1180,0,0,8139,912,0,0,8135,1792,5,0,8400,8100,19497,2646,18880,0,0,0,0,0,0,0,0,0,0,0,0,8,122897,12116,30368,8341,174,0,0,570,1,0,1826,226,1245,1,0,27,1,0,12,True,100,5.9,4.2,4.3,5.6,,,,,,,,,259.3,822.6,793.6999999999999,1805.6,250.2,257.0,363.5,489.6,TOP,2,SOLO,,,,,422.8,360.70000000000005,388.0,807.2,1,0,0,True,True,False,False,False,True,1,0,7,0,1,1
